"medcode","readcode","Description","CodingSystem","source"
7884,"H3y1.00","Chron obstruct pulmonary dis wth acute exacerbation, unspec","readcode","COP087"
9876,"H38..00","Severe chronic obstructive pulmonary disease","readcode","COP087"
10802,"H37..00","Moderate chronic obstructive pulmonary disease","readcode","COP087"
10863,"H36..00","Mild chronic obstructive pulmonary disease","readcode","COP087"
10980,"H322.00","Centrilobular emphysema","readcode","COP087"
11150,"H311.00","Mucopurulent chronic bronchitis","readcode","COP087"
12166,"H3y..00","Other specified chronic obstructive airways disease","readcode","COP087"
14798,"H312100","Emphysematous bronchitis","readcode","COP087"
15157,"H31z.00","Chronic bronchitis NOS","readcode","COP087"
15626,"H310000","Chronic catarrhal bronchitis","readcode","COP087"
16410,"H32yz00","Other emphysema NOS","readcode","COP087"
16717,"H310100","Smokers' cough","readcode","COP087"
21061,"H3y0.00","Chronic obstruct pulmonary dis with acute lower resp infectn","readcode","COP087"
23492,"H320z00","Chronic bullous emphysema NOS","readcode","COP087"
23618,"H31y000","Chronic tracheitis","readcode","COP087"
24248,"H313.00","Mixed simple and mucopurulent chronic bronchitis","readcode","COP087"
25603,"H310.00","Simple chronic bronchitis","readcode","COP087"
26125,"H312300","Bronchiolitis obliterans","readcode","COP087"
26306,"H320.00","Chronic bullous emphysema","readcode","COP087"
27819,"H312.00","Obstructive chronic bronchitis","readcode","COP087"
33450,"H32z.00","Emphysema NOS","readcode","COP087"
37247,"H3z..11","Chronic obstructive pulmonary disease NOS","readcode","COP087"
37959,"H311100","Fetid chronic bronchitis","readcode","COP087"
40159,"H311000","Purulent chronic bronchitis","readcode","COP087"
40788,"H32y.00","Other emphysema","readcode","COP087"
44525,"H312z00","Obstructive chronic bronchitis NOS","readcode","COP087"
45089,"H31y100","Chronic tracheobronchitis","readcode","COP087"
46578,"H321.00","Panlobular emphysema","readcode","COP087"
56860,"H320000","Segmental bullous emphysema","readcode","COP087"
59263,"H32y111","Acute interstitial emphysema","readcode","COP087"
60188,"H320200","Giant bullous emphysema","readcode","COP087"
61118,"H310z00","Simple chronic bronchitis NOS","readcode","COP087"
61513,"H311z00","Mucopurulent chronic bronchitis NOS","readcode","COP087"
63479,"H32y200","MacLeod's unilateral emphysema","readcode","COP087"
66043,"H31y.00","Other chronic bronchitis","readcode","COP087"
67040,"H3y..11","Other specified chronic obstructive pulmonary disease","readcode","COP087"
68066,"H31yz00","Other chronic bronchitis NOS","readcode","COP087"
68662,"H320100","Zonal bullous emphysema","readcode","COP087"
70787,"H32y100","Atrophic (senile) emphysema","readcode","COP087"
92955,"H32y000","Acute vesicular emphysema","readcode","COP087"
93568,"H39..00","Very severe chronic obstructive pulmonary disease","readcode","COP087"
96931,"14OX.00","At risk of chronic obstructive pulmonary diseas exacerbation","readcode","COP087"
99536,"H320300","Bullous emphysema with collapse","readcode","COP087"
103494,"14B3.12","History of chronic obstructive pulmonary disease","readcode","COP087"
103733,"H320311","Tension pneumatocoele","readcode","COP087"
104608,"H3A..00","End stage chronic obstructive airways disease","readcode","COP087"
1350,"E00..12","Senile/presenile dementia","readcode","DEM083"
1916,"E00..11","Senile dementia","readcode","DEM083"
1917,"F110.00","Alzheimer's disease","readcode","DEM083"
4357,"Eu02z14","[X] Senile dementia NOS","readcode","DEM083"
4693,"Eu02z00","[X] Unspecified dementia","readcode","DEM083"
5931,"1461.00","H/O: dementia","readcode","DEM083"
6578,"Eu01.00","[X]Vascular dementia","readcode","DEM083"
7323,"E000.00","Uncomplicated senile dementia","readcode","DEM083"
7664,"Eu00.00","[X]Dementia in Alzheimer's disease","readcode","DEM083"
8195,"Eu00z11","[X]Alzheimer's dementia unspec","readcode","DEM083"
8634,"E004.11","Multi infarct dementia","readcode","DEM083"
8934,"Eu01200","[X]Subcortical vascular dementia","readcode","DEM083"
9509,"Eu02300","[X]Dementia in Parkinson's disease","readcode","DEM083"
9565,"Eu01.11","[X]Arteriosclerotic dementia","readcode","DEM083"
11136,"F111.00","Pick's disease","readcode","DEM083"
11175,"Eu01100","[X]Multi-infarct dementia","readcode","DEM083"
11379,"Eu00112","[X]Senile dementia,Alzheimer's type","readcode","DEM083"
12621,"Eu02.00","[X]Dementia in other diseases classified elsewhere","readcode","DEM083"
15165,"E001.00","Presenile dementia","readcode","DEM083"
16797,"F110000","Alzheimer's disease with early onset","readcode","DEM083"
18386,"E002000","Senile dementia with paranoia","readcode","DEM083"
19393,"Eu01z00","[X]Vascular dementia, unspecified","readcode","DEM083"
19477,"E004.00","Arteriosclerotic dementia","readcode","DEM083"
21887,"E002100","Senile dementia with depression","readcode","DEM083"
25386,"E041.00","Dementia in conditions EC","readcode","DEM083"
25704,"Eu00011","[X]Presenile dementia,Alzheimer's type","readcode","DEM083"
26323,"Eu10711","[X]Alcoholic dementia NOS","readcode","DEM083"
27342,"E012.11","Alcoholic dementia NOS","readcode","DEM083"
27677,"E001300","Presenile dementia with depression","readcode","DEM083"
27759,"Eu02z16","[X] Senile dementia, depressed or paranoid type","readcode","DEM083"
28402,"Eu02000","[X]Dementia in Pick's disease","readcode","DEM083"
29386,"Eu00z00","[X]Dementia in Alzheimer's disease, unspecified","readcode","DEM083"
30032,"E001200","Presenile dementia with paranoia","readcode","DEM083"
30706,"Eu00200","[X]Dementia in Alzheimer's dis, atypical or mixed type","readcode","DEM083"
31016,"Eu01300","[X]Mixed cortical and subcortical vascular dementia","readcode","DEM083"
32057,"F110100","Alzheimer's disease with late onset","readcode","DEM083"
33707,"E00..00","Senile and presenile organic psychotic conditions","readcode","DEM083"
34944,"Eu02z13","[X] Primary degenerative dementia NOS","readcode","DEM083"
37014,"Eu02200","[X]Dementia in Huntington's disease","readcode","DEM083"
37015,"E003.00","Senile dementia with delirium","readcode","DEM083"
38438,"E001z00","Presenile dementia NOS","readcode","DEM083"
38678,"Eu00100","[X]Dementia in Alzheimer's disease with late onset","readcode","DEM083"
41089,"E002z00","Senile dementia with depressive or paranoid features NOS","readcode","DEM083"
41185,"Eu02400","[X]Dementia in human immunodef virus [HIV] disease","readcode","DEM083"
42279,"E004z00","Arteriosclerotic dementia NOS","readcode","DEM083"
42602,"E001000","Uncomplicated presenile dementia","readcode","DEM083"
43089,"E004000","Uncomplicated arteriosclerotic dementia","readcode","DEM083"
43292,"E004300","Arteriosclerotic dementia with depression","readcode","DEM083"
43346,"Eu00113","[X]Primary degen dementia of Alzheimer's type, senile onset","readcode","DEM083"
44674,"E002.00","Senile dementia with depressive or paranoid features","readcode","DEM083"
46488,"Eu01000","[X]Vascular dementia of acute onset","readcode","DEM083"
46762,"Eu00111","[X]Alzheimer's disease type 1","readcode","DEM083"
48501,"Eu02z11","[X] Presenile dementia NOS","readcode","DEM083"
49263,"Eu00000","[X]Dementia in Alzheimer's disease with early onset","readcode","DEM083"
49513,"E001100","Presenile dementia with delirium","readcode","DEM083"
53446,"Eu04100","[X]Delirium superimposed on dementia","readcode","DEM083"
54106,"Eu02100","[X]Dementia in Creutzfeldt-Jakob disease","readcode","DEM083"
54505,"E012.00","Other alcoholic dementia","readcode","DEM083"
55313,"Eu01y00","[X]Other vascular dementia","readcode","DEM083"
55467,"E004200","Arteriosclerotic dementia with paranoia","readcode","DEM083"
55838,"Eu01111","[X]Predominantly cortical dementia","readcode","DEM083"
56912,"E004100","Arteriosclerotic dementia with delirium","readcode","DEM083"
59122,"Fyu3000","[X]Other Alzheimer's disease","readcode","DEM083"
60059,"Eu00012","[X]Primary degen dementia, Alzheimer's type, presenile onset","readcode","DEM083"
61528,"Eu00013","[X]Alzheimer's disease type 2","readcode","DEM083"
64267,"Eu02y00","[X]Dementia in other specified diseases classif elsewhere","readcode","DEM083"
324,"E2B..00","Depressive disorder NEC","readcode","DEP003"
543,"Eu32z11","[X]Depression NOS","readcode","DEP003"
595,"E112.14","Endogenous depression","readcode","DEP003"
655,"E200300","Anxiety with depression","readcode","DEP003"
1055,"E135.00","Agitated depression","readcode","DEP003"
1131,"E204.00","Neurotic depression reactive type","readcode","DEP003"
1533,"E290.00","Brief depressive reaction","readcode","DEP003"
1908,"2257.00","O/E - depressed","readcode","DEP003"
1996,"1B17.00","Depressed","readcode","DEP003"
2639,"E204.11","Postnatal depression","readcode","DEP003"
2716,"1465.00","H/O: depression","readcode","DEP003"
2923,"62T1.00","Puerperal depression","readcode","DEP003"
2970,"Eu32z00","[X]Depressive episode, unspecified","readcode","DEP003"
2972,"E2B0.00","Postviral depression","readcode","DEP003"
3291,"Eu32z12","[X]Depressive disorder NOS","readcode","DEP003"
3292,"Eu33.00","[X]Recurrent depressive disorder","readcode","DEP003"
4323,"E2B1.00","Chronic depression","readcode","DEP003"
4639,"Eu32.00","[X]Depressive episode","readcode","DEP003"
4824,"1B17.11","C/O - feeling depressed","readcode","DEP003"
4979,"Eu53012","[X]Postpartum depression NOS","readcode","DEP003"
5879,"E112.11","Agitated depression","readcode","DEP003"
5987,"Eu32z14","[X] Reactive depression NOS","readcode","DEP003"
6482,"E113700","Recurrent depression","readcode","DEP003"
6546,"E112.12","Endogenous depression first episode","readcode","DEP003"
6854,"Eu32y00","[X]Other depressive episodes","readcode","DEP003"
6932,"E113.11","Endogenous depression - recurrent","readcode","DEP003"
6950,"E112.13","Endogenous depression first episode","readcode","DEP003"
7011,"E112z00","Single major depressive episode NOS","readcode","DEP003"
7604,"Eu32.13","[X]Single episode of reactive depression","readcode","DEP003"
7737,"Eu34113","[X]Neurotic depression","readcode","DEP003"
7749,"Eu41211","[X]Mild anxiety depression","readcode","DEP003"
7953,"Eu34100","[X]Dysthymia","readcode","DEP003"
8584,"Eu34111","[X]Depressive neurosis","readcode","DEP003"
8826,"Eu33.15","[X]SAD - Seasonal affective disorder","readcode","DEP003"
8851,"Eu33.11","[X]Recurrent episodes of depressive reaction","readcode","DEP003"
8902,"Eu33.13","[X]Recurrent episodes of reactive depression","readcode","DEP003"
9055,"Eu32.11","[X]Single episode of depressive reaction","readcode","DEP003"
9183,"E11z200","Masked depression","readcode","DEP003"
9211,"Eu32100","[X]Moderate depressive episode","readcode","DEP003"
9667,"Eu32200","[X]Severe depressive episode without psychotic symptoms","readcode","DEP003"
9796,"1B1U.00","Symptoms of depression","readcode","DEP003"
10015,"1BT..00","Depressed mood","readcode","DEP003"
10438,"1B1U.11","Depressive symptoms","readcode","DEP003"
10455,"E211200","Depressive personality disorder","readcode","DEP003"
10610,"E112.00","Single major depressive episode","readcode","DEP003"
10667,"Eu32400","[X]Mild depression","readcode","DEP003"
10720,"Eu32y11","[X]Atypical depression","readcode","DEP003"
10825,"E118.00","Seasonal affective disorder","readcode","DEP003"
11252,"Eu33212","[X]Major depression, recurrent without psychotic symptoms","readcode","DEP003"
11329,"Eu33211","[X]Endogenous depression without psychotic symptoms","readcode","DEP003"
11717,"Eu32000","[X]Mild depressive episode","readcode","DEP003"
11913,"Eu41200","[X]Mixed anxiety and depressive disorder","readcode","DEP003"
12122,"9H91.00","Depression medication review","readcode","DEP003"
12399,"9H90.00","Depression annual review","readcode","DEP003"
13307,"Eu53011","[X]Postnatal depression NOS","readcode","DEP003"
14709,"E113200","Recurrent major depressive episodes, moderate","readcode","DEP003"
15099,"E113.00","Recurrent major depressive episode","readcode","DEP003"
15155,"E112200","Single major depressive episode, moderate","readcode","DEP003"
15219,"E112300","Single major depressive episode, severe, without psychosis","readcode","DEP003"
15220,"Eu34114","[X]Persistant anxiety depression","readcode","DEP003"
16506,"E112100","Single major depressive episode, mild","readcode","DEP003"
16632,"E291.00","Prolonged depressive reaction","readcode","DEP003"
18510,"Eu32.12","[X]Single episode of psychogenic depression","readcode","DEP003"
19054,"Eu3y111","[X]Recurrent brief depressive episodes","readcode","DEP003"
19439,"212S.00","Depression resolved","readcode","DEP003"
19696,"Eu33.12","[X]Recurrent episodes of psychogenic depression","readcode","DEP003"
21887,"E002100","Senile dementia with depression","readcode","DEP003"
22116,"Eu33400","[X]Recurrent depressive disorder, currently in remission","readcode","DEP003"
22806,"Eu32212","[X]Single episode major depression w'out psychotic symptoms","readcode","DEP003"
25563,"E113z00","Recurrent major depressive episode NOS","readcode","DEP003"
25697,"E113300","Recurrent major depressive episodes, severe, no psychosis","readcode","DEP003"
27491,"E11y200","Atypical depressive disorder","readcode","DEP003"
27677,"E001300","Presenile dementia with depression","readcode","DEP003"
28248,"Eu32z13","[X]Prolonged single episode of reactive depression","readcode","DEP003"
28756,"Eu33.14","[X]Seasonal depressive disorder","readcode","DEP003"
29342,"E113100","Recurrent major depressive episodes, mild","readcode","DEP003"
29520,"Eu33100","[X]Recurrent depressive disorder, current episode moderate","readcode","DEP003"
29784,"Eu33000","[X]Recurrent depressive disorder, current episode mild","readcode","DEP003"
30405,"9H92.00","Depression interim review","readcode","DEP003"
30483,"8CAa.00","Patient given advice about management of depression","readcode","DEP003"
32841,"8HHq.00","Referral for guided self-help for depression","readcode","DEP003"
32845,"Eu92000","[X]Depressive conduct disorder","readcode","DEP003"
33469,"Eu33200","[X]Recurr depress disorder cur epi severe without psyc sympt","readcode","DEP003"
34390,"E112000","Single major depressive episode, unspecified","readcode","DEP003"
35671,"E113000","Recurrent major depressive episodes, unspecified","readcode","DEP003"
36246,"E290z00","Brief depressive reaction NOS","readcode","DEP003"
36616,"Eu33z11","[X]Monopolar depression NOS","readcode","DEP003"
41989,"Eu32211","[X]Single episode agitated depressn w'out psychotic symptoms","readcode","DEP003"
42931,"9HA0.00","On depression register","readcode","DEP003"
43292,"E004300","Arteriosclerotic dementia with depression","readcode","DEP003"
43324,"E112500","Single major depressive episode, partial or unspec remission","readcode","DEP003"
44300,"Eu33z00","[X]Recurrent depressive disorder, unspecified","readcode","DEP003"
44936,"9HA1.00","Removed from depression register","readcode","DEP003"
47731,"Eu33y00","[X]Other recurrent depressive disorders","readcode","DEP003"
55384,"E113600","Recurrent major depressive episodes, in full remission","readcode","DEP003"
56273,"E113500","Recurrent major depressive episodes,partial/unspec remission","readcode","DEP003"
56609,"Eu32y12","[X]Single episode of masked depression NOS","readcode","DEP003"
57409,"E112600","Single major depressive episode, in full remission","readcode","DEP003"
59386,"Eu32213","[X]Single episode vital depression w'out psychotic symptoms","readcode","DEP003"
73991,"Eu33214","[X]Vital depression, recurrent without psychotic symptoms","readcode","DEP003"
74050,"3004A","","OXMIS","DEP003"
74079,"3004CA","","OXMIS","DEP003"
74155,"3004ER","","OXMIS","DEP003"
74293,"3000E","","OXMIS","DEP003"
74296,"2962R","","OXMIS","DEP003"
74352,"3004AM","","OXMIS","DEP003"
74470,"2962A","","OXMIS","DEP003"
74624,"3004","","OXMIS","DEP003"
74775,"2962EN","","OXMIS","DEP003"
75087,"2962B","","OXMIS","DEP003"
75612,"3004C","","OXMIS","DEP003"
